distance,consume,speed,temp_inside,temp_outside,gas_type,AC,rain,sun,fuel_consumed,cost
16.6,3.8,43,21.93491124260355,16,E10,0,0,0,0.6308,1.0591132
15.4,4.2,50,21.93491124260355,21,E10,0,0,0,0.6468,1.0859772
16.0,3.7,45,22.0,17,E10,0,0,0,0.5920000000000001,0.9939680000000002
16.0,4.2,41,22.0,15,E10,0,0,0,0.672,1.1282880000000002
15.4,4.1,45,22.0,24,E10,0,0,0,0.6314,1.0601205999999999
16.0,4.0,43,22.0,16,E10,0,0,0,0.64,1.07456
21.0,3.8,37,22.0,21,E10,0,0,0,0.7979999999999999,1.339842
15.4,3.8,47,22.0,24,E10,0,0,0,0.5851999999999999,0.9825508
16.0,3.8,42,22.0,17,E10,0,0,0,0.608,1.020832
16.1,5.1,30,25.0,16,E10,1,1,0,0.8210999999999999,1.3786269
16.0,4.0,42,22.0,15,E10,0,0,0,0.64,1.07456
15.4,4.8,40,22.0,18,E10,0,0,0,0.7392,1.2411168
17.2,3.9,35,22.0,16,E10,0,0,0,0.6708,1.1262732
16.6,4.6,50,22.0,25,E10,0,0,0,0.7636,1.2820844
18.3,4.3,46,22.0,16,SP98,0,0,0,0.7868999999999999,1.3424513999999999
16.1,4.8,36,22.0,18,SP98,0,1,0,0.7728,1.3183968000000001
16.0,4.1,46,22.0,17,SP98,0,0,0,0.6559999999999999,1.119136
16.3,4.0,35,22.0,23,SP98,0,0,0,0.652,1.112312
16.0,3.7,44,22.0,16,SP98,0,0,0,0.5920000000000001,1.0099520000000002
18.3,4.3,46,22.0,23,SP98,0,0,0,0.7868999999999999,1.3424513999999999
4.5,5.2,23,22.0,23,SP98,0,0,1,0.234,0.399204
17.0,4.2,48,22.0,16,SP98,0,0,0,0.7140000000000001,1.2180840000000002
6.1,5.0,35,21.93491124260355,18,SP98,0,0,0,0.305,0.52033
6.1,5.0,33,22.0,24,SP98,0,0,1,0.305,0.52033
17.3,4.2,36,22.0,22,SP98,0,0,0,0.7266000000000001,1.2395796000000001
6.0,4.8,27,22.0,17,SP98,0,0,0,0.288,0.49132799999999993
16.0,4.1,45,22.0,15,SP98,0,0,0,0.6559999999999999,1.119136
15.4,4.9,55,22.0,18,SP98,0,0,0,0.7546,1.2873476000000001
15.4,4.3,39,22.0,23,SP98,0,0,0,0.6622,1.1297132
16.0,3.9,35,22.0,18,SP98,0,0,0,0.624,1.064544
15.4,4.5,52,22.0,26,SP98,0,0,0,0.693,1.1822579999999998
16.6,4.1,48,21.93491124260355,30,SP98,1,0,1,0.6806,1.1611036
15.4,5.0,48,21.93491124260355,31,SP98,1,0,0,0.77,1.31362
16.0,4.0,43,22.0,21,SP98,1,0,0,0.64,1.09184
15.4,4.5,42,22.0,30,SP98,0,0,0,0.693,1.1822579999999998
16.0,3.6,43,22.0,19,SP98,0,0,0,0.5760000000000001,0.9826560000000001
20.9,4.1,33,22.0,21,SP98,0,0,0,0.8568999999999999,1.4618713999999997
32.1,3.9,47,22.0,26,SP98,0,0,0,1.2519,2.1357414
15.3,6.6,16,24.0,27,SP98,1,0,0,1.0098,1.7227188
28.5,4.0,44,25.0,23,SP98,1,0,0,1.14,1.9448399999999997
11.9,3.7,33,25.0,19,SP98,0,0,0,0.4403,0.7511518
14.5,4.3,36,25.0,22,SP98,0,0,0,0.6234999999999999,1.063691
16.6,4.1,49,22.0,26,SP98,0,0,1,0.6806,1.1611036
16.2,4.4,39,21.93491124260355,17,SP98,1,0,0,0.7128,1.2160368
16.7,3.8,44,21.93491124260355,23,SP98,0,0,1,0.6345999999999999,1.0826276
8.3,5.0,52,21.93491124260355,27,SP98,0,0,0,0.415,0.7079899999999999
5.5,3.7,33,21.93491124260355,28,SP98,0,0,1,0.20350000000000001,0.347171
13.6,3.7,33,21.93491124260355,28,SP98,0,0,1,0.5032,0.8584592
16.0,3.7,39,21.93491124260355,18,SP98,0,0,0,0.5920000000000001,1.0099520000000002
16.1,4.3,38,25.0,31,SP98,1,0,0,0.6923,1.1810638
16.0,3.8,45,25.0,19,SP98,0,0,0,0.608,1.037248
15.4,4.6,42,25.0,31,SP98,1,0,0,0.7083999999999999,1.2085304
14.7,5.0,25,25.0,30,SP98,1,0,0,0.735,1.2539099999999999
